Y	M	D	H	T
2021	5	14	22	23.27
2021	5	14	23	22.25
2021	5	15	0	21.4
2021	5	15	1	20.81
2021	5	15	2	20.49
2021	5	15	3	20.23
2021	5	15	4	19.9
2021	5	15	5	20.83
2021	5	15	6	25.29
2021	5	15	7	29.21
2021	5	15	8	31.63
2021	5	15	9	33.19
2021	5	15	10	34.19
2021	5	15	11	34.95
2021	5	15	12	35.27
2021	5	15	13	35.3
2021	5	15	14	34.95
2021	5	15	15	34.08
2021	5	15	16	32.9
2021	5	15	17	31.19
2021	5	15	18	29.07
2021	5	15	19	27.76
2021	5	15	20	26.2
2021	5	15	21	24.94
2021	5	15	22	24.01
2021	5	15	23	23.3
2021	5	16	0	22.74
2021	5	16	1	22.26
2021	5	16	2	21.73
2021	5	16	3	21.19
2021	5	16	4	20.69
2021	5	16	5	21.42
2021	5	16	6	25.69
2021	5	16	7	29.78
2021	5	16	8	31.93
2021	5	16	9	33.24
2021	5	16	10	34.5
2021	5	16	11	35.37
2021	5	16	12	35.86
2021	5	16	13	35.85
2021	5	16	14	35.48
2021	5	16	15	34.54
2021	5	16	16	33.32
2021	5	16	17	31.57
2021	5	16	18	28.97
2021	5	16	19	27.71
2021	5	16	20	26.69
2021	5	16	21	25.83
2021	5	16	22	25.12
2021	5	16	23	24.12
2021	5	17	0	23.19
2021	5	17	1	22.47
2021	5	17	2	21.87
2021	5	17	3	21.74
2021	5	17	4	21.72
2021	5	17	5	22.3
2021	5	17	6	25.9
2021	5	17	7	28.76
2021	5	17	8	30.23
2021	5	17	9	31.4
2021	5	17	10	32.64
2021	5	17	11	33.65
2021	5	17	12	34.28
2021	5	17	13	34.49
2021	5	17	14	34.2
2021	5	17	15	33.45
2021	5	17	16	32.37
2021	5	17	17	30.65
2021	5	17	18	28.19
2021	5	17	19	27.37
2021	5	17	20	26.52
2021	5	17	21	25.37
2021	5	17	22	24.25
2021	5	17	23	23.35
2021	5	18	0	22.58
2021	5	18	1	21.64
2021	5	18	2	21.09
2021	5	18	3	21.12
2021	5	18	4	20.96
2021	5	18	5	21.74
2021	5	18	6	24.07
2021	5	18	7	26.66
2021	5	18	8	29.06
2021	5	18	9	30.95
2021	5	18	10	32.38
2021	5	18	11	33.45
2021	5	18	12	34.09
2021	5	18	13	34.34
2021	5	18	14	34.08
2021	5	18	15	33.37
2021	5	18	16	32.23
2021	5	18	17	30.48
2021	5	18	18	27.79
2021	5	18	19	26.43
2021	5	18	20	25.05
2021	5	18	21	24.04
2021	5	18	22	23.23
2021	5	18	23	22.48
2021	5	19	0	21.87
2021	5	19	1	21.36
2021	5	19	2	20.84
2021	5	19	3	20.45
2021	5	19	4	20.03
2021	5	19	5	20.93
2021	5	19	6	23.67
2021	5	19	7	26.51
2021	5	19	8	28.87
2021	5	19	9	30.58
2021	5	19	10	31.94
2021	5	19	11	32.92
2021	5	19	12	33.49
2021	5	19	13	33.65
2021	5	19	14	33.43
2021	5	19	15	32.73
2021	5	19	16	31.66
2021	5	19	17	29.99
2021	5	19	18	27.38
2021	5	19	19	26.28
2021	5	19	20	25.3
2021	5	19	21	24.25
2021	5	19	22	23.23
2021	5	19	23	22.53
2021	5	20	0	22.23
2021	5	20	1	22.24
2021	5	20	2	22.21
2021	5	20	3	22.01
2021	5	20	4	21.62
2021	5	20	5	21.77
2021	5	20	6	24.78
2021	5	20	7	27.53
2021	5	20	8	29.32
2021	5	20	9	30.59
2021	5	20	10	31.65
2021	5	20	11	32.48
2021	5	20	12	32.94
2021	5	20	13	33.11
2021	5	20	14	32.86
2021	5	20	15	32.25
2021	5	20	16	31.25
2021	5	20	17	29.62
2021	5	20	18	27.05
2021	5	20	19	26.1
2021	5	20	20	25.37
2021	5	20	21	24.73
2021	5	20	22	24.18
2021	5	20	23	23.66
2021	5	21	0	22.96
2021	5	21	1	22.09
2021	5	21	2	21.23
2021	5	21	3	20.44
2021	5	21	4	19.98
2021	5	21	5	20.9
2021	5	21	6	24.23
2021	5	21	7	27.23
2021	5	21	8	29.47
2021	5	21	9	30.96
2021	5	21	10	32.01
2021	5	21	11	32.71
2021	5	21	12	33.13
2021	5	21	13	33.18
2021	5	21	14	32.89
2021	5	21	15	32.16
2021	5	21	16	31.09
2021	5	21	17	29.36
2021	5	21	18	26.88
2021	5	21	19	25.73
2021	5	21	20	24.86
2021	5	21	21	24.19
2021	5	21	22	23.13
2021	5	21	23	22.15
2021	5	22	0	21.62
2021	5	22	1	21.21
2021	5	22	2	20.98
2021	5	22	3	20.69
2021	5	22	4	20.23
2021	5	22	5	21.04
2021	5	22	6	24.66
2021	5	22	7	28.07
2021	5	22	8	30.17
2021	5	22	9	31.59
2021	5	22	10	32.66
2021	5	22	11	33.42
2021	5	22	12	33.8
2021	5	22	13	33.82
2021	5	22	14	33.47
2021	5	22	15	32.75
2021	5	22	16	31.71
2021	5	22	17	29.94
2021	5	22	18	26.37
2021	5	22	19	25
2021	5	22	20	23.93
2021	5	22	21	22.94
2021	5	22	22	22.1
2021	5	22	23	21.42
2021	5	23	0	20.83
2021	5	23	1	20.35
2021	5	23	2	19.82
2021	5	23	3	19.17
2021	5	23	4	18.62
2021	5	23	5	19.77
2021	5	23	6	23.12
2021	5	23	7	26.62
2021	5	23	8	29.25
2021	5	23	9	30.92
2021	5	23	10	32.14
2021	5	23	11	33
2021	5	23	12	33.45
2021	5	23	13	33.55
2021	5	23	14	33.23
2021	5	23	15	32.46
2021	5	23	16	31.26
2021	5	23	17	29.44
2021	5	23	18	26.03
2021	5	23	19	24.69
2021	5	23	20	23.66
2021	5	23	21	22.65
2021	5	23	22	21.94
2021	5	23	23	21.33
2021	5	24	0	20.82
2021	5	24	1	20.48
2021	5	24	2	20.08
2021	5	24	3	19.65
2021	5	24	4	19.18
2021	5	24	5	19.99
2021	5	24	6	23.72
2021	5	24	7	27.12
2021	5	24	8	29.67
2021	5	24	9	31.32
2021	5	24	10	32.6
2021	5	24	11	33.51
2021	5	24	12	34.04
2021	5	24	13	34.16
2021	5	24	14	33.9
2021	5	24	15	33.15
2021	5	24	16	32
2021	5	24	17	30
2021	5	24	18	26.59
2021	5	24	19	25.46
2021	5	24	20	25.06
2021	5	24	21	24.93
2021	5	24	22	24.73
2021	5	24	23	24.39
2021	5	25	0	23.98
2021	5	25	1	23.39
2021	5	25	2	22.54
2021	5	25	3	21.15
2021	5	25	4	19.9
2021	5	25	5	20.46
2021	5	25	6	24.25
2021	5	25	7	28.17
2021	5	25	8	30.66
2021	5	25	9	32.23
2021	5	25	10	33.48
2021	5	25	11	34.33
2021	5	25	12	34.88
2021	5	25	13	34.77
2021	5	25	14	34.25
2021	5	25	15	33.17
2021	5	25	16	31.83
2021	5	25	17	30.12
2021	5	25	18	27.34
2021	5	25	19	25.44
2021	5	25	20	24.01
2021	5	25	21	22.86
2021	5	25	22	21.91
2021	5	25	23	21.22
2021	5	26	0	20.76
2021	5	26	1	20.44
2021	5	26	2	20.12
2021	5	26	3	19.7
2021	5	26	4	19.19
2021	5	26	5	20.12
2021	5	26	6	24.8
2021	5	26	7	28.05
2021	5	26	8	30.16
2021	5	26	9	31.69
2021	5	26	10	32.83
2021	5	26	11	33.6
2021	5	26	12	34.01
2021	5	26	13	34.01
2021	5	26	14	33.64
2021	5	26	15	32.79
2021	5	26	16	31.51
2021	5	26	17	29.57
2021	5	26	18	26.42
2021	5	26	19	25.57
2021	5	26	20	24.72
2021	5	26	21	23.95
2021	5	26	22	22.69
2021	5	26	23	21.48
2021	5	27	0	20.8
2021	5	27	1	20.47
2021	5	27	2	20.57
2021	5	27	3	20.69
2021	5	27	4	20.8
2021	5	27	5	21.7
2021	5	27	6	25.76
2021	5	27	7	28.82
2021	5	27	8	30.64
2021	5	27	9	32.04
2021	5	27	10	32.94
2021	5	27	11	33.23
2021	5	27	12	33.16
2021	5	27	13	32.93
2021	5	27	14	32.88
2021	5	27	15	32.77
2021	5	27	16	31.74
2021	5	27	17	29.75
2021	5	27	18	26.36
2021	5	27	19	24.84
2021	5	27	20	23.91
2021	5	27	21	23.81
2021	5	27	22	23.99
2021	5	27	23	23.94
2021	5	28	0	23.61
2021	5	28	1	23.37
2021	5	28	2	23.02
2021	5	28	3	22.17
2021	5	28	4	20.78
2021	5	28	5	20.94
2021	5	28	6	24.83
2021	5	28	7	28.44
2021	5	28	8	30.61
2021	5	28	9	31.88
2021	5	28	10	32.8
2021	5	28	11	33.61
2021	5	28	12	34.12
2021	5	28	13	34.15
2021	5	28	14	33.58
2021	5	28	15	32.57
2021	5	28	16	31.46
2021	5	28	17	30.04
2021	5	28	18	27.76
2021	5	28	19	26.32
2021	5	28	20	25.48
2021	5	28	21	25.17
2021	5	28	22	25.03
2021	5	28	23	24.83
2021	5	29	0	24.59
2021	5	29	1	23.85
2021	5	29	2	22.78
2021	5	29	3	21.86
2021	5	29	4	21.26
2021	5	29	5	21.65
2021	5	29	6	25.8
2021	5	29	7	29.15
2021	5	29	8	31.19
2021	5	29	9	32.67
2021	5	29	10	33.73
2021	5	29	11	34.3
2021	5	29	12	34.58
2021	5	29	13	34.56
2021	5	29	14	34.18
2021	5	29	15	33.51
2021	5	29	16	32.4
2021	5	29	17	30.65
2021	5	29	18	27.05
2021	5	29	19	25.57
2021	5	29	20	24.48
2021	5	29	21	23.51
2021	5	29	22	22.68
2021	5	29	23	22.05
2021	5	30	0	21.73
2021	5	30	1	21.43
2021	5	30	2	21.19
2021	5	30	3	21.09
2021	5	30	4	21.11
2021	5	30	5	21.88
2021	5	30	6	25.9
2021	5	30	7	29.4
2021	5	30	8	31.57
2021	5	30	9	33.02
2021	5	30	10	34.13
2021	5	30	11	34.85
2021	5	30	12	35.11
2021	5	30	13	34.95
2021	5	30	14	34.31
2021	5	30	15	33.42
2021	5	30	16	32.19
2021	5	30	17	30.64
2021	5	30	18	27.94
2021	5	30	19	26.6
2021	5	30	20	25.51
2021	5	30	21	25.15
2021	5	30	22	25.07
2021	5	30	23	24.9
2021	5	31	0	24.51
2021	5	31	1	23.86
2021	5	31	2	23.05
2021	5	31	3	22.28
2021	5	31	4	21.8
2021	5	31	5	22.71
2021	5	31	6	26.98
2021	5	31	7	29.8
2021	5	31	8	31.48
2021	5	31	9	32.9
2021	5	31	10	34.12
2021	5	31	11	35.12
2021	5	31	12	35.63
2021	5	31	13	35.61
2021	5	31	14	35.01
2021	5	31	15	34.2
2021	5	31	16	33.05
2021	5	31	17	31.4
2021	5	31	18	28.4
2021	5	31	19	26.8
2021	5	31	20	25.65
2021	5	31	21	25.15
2021	5	31	22	25.01
2021	5	31	23	24.52
2021	6	1	0	24.05
2021	6	1	1	23.87
2021	6	1	2	23.79
2021	6	1	3	23.66
2021	6	1	4	23.17
2021	6	1	5	22.81
2021	6	1	6	26.51
2021	6	1	7	29.46
2021	6	1	8	31.17
2021	6	1	9	32.58
2021	6	1	10	33.76
2021	6	1	11	34.62
2021	6	1	12	35.09
2021	6	1	13	35.17
2021	6	1	14	34.76
2021	6	1	15	34.02
2021	6	1	16	32.9
2021	6	1	17	31.33
2021	6	1	18	29.03
2021	6	1	19	28.1
2021	6	1	20	27.27
2021	6	1	21	26.6
2021	6	1	22	26.09
2021	6	1	23	25.44
2021	6	2	0	24.42
2021	6	2	1	23.17
2021	6	2	2	22.16
2021	6	2	3	21.56
2021	6	2	4	21.06
2021	6	2	5	21.86
2021	6	2	6	26.63
2021	6	2	7	29.89
2021	6	2	8	31.86
2021	6	2	9	33.31
2021	6	2	10	34.39
2021	6	2	11	34.96
2021	6	2	12	35.25
2021	6	2	13	35.17
2021	6	2	14	34.69
2021	6	2	15	33.87
2021	6	2	16	32.69
2021	6	2	17	30.91
2021	6	2	18	27.21
2021	6	2	19	25.63
2021	6	2	20	24.57
2021	6	2	21	23.63
2021	6	2	22	22.83
2021	6	2	23	22.15
2021	6	3	0	21.55
2021	6	3	1	21.04
2021	6	3	2	20.94
2021	6	3	3	20.8
2021	6	3	4	20.61
2021	6	3	5	21.83
2021	6	3	6	26.37
2021	6	3	7	29.9
2021	6	3	8	31.73
2021	6	3	9	33.18
2021	6	3	10	34.2
2021	6	3	11	35.02
2021	6	3	12	35.65
2021	6	3	13	35.83
2021	6	3	14	35.57
2021	6	3	15	34.83
2021	6	3	16	33.69
2021	6	3	17	31.92
2021	6	3	18	28.28
2021	6	3	19	26.73
2021	6	3	20	25.55
2021	6	3	21	24.55
2021	6	3	22	23.63
2021	6	3	23	22.97
2021	6	4	0	22.42
2021	6	4	1	21.88
2021	6	4	2	21.38
2021	6	4	3	20.94
2021	6	4	4	20.51
2021	6	4	5	21.65
2021	6	4	6	26.63
2021	6	4	7	30.4
2021	6	4	8	32.44
2021	6	4	9	33.89
2021	6	4	10	35.08
2021	6	4	11	35.87
2021	6	4	12	36.33
2021	6	4	13	36.37
2021	6	4	14	35.95
2021	6	4	15	35.09
2021	6	4	16	33.85
2021	6	4	17	32.09
2021	6	4	18	28.65
2021	6	4	19	27.06
2021	6	4	20	26.11
2021	6	4	21	25.35
2021	6	4	22	24.63
2021	6	4	23	23.9
2021	6	5	0	23.15
2021	6	5	1	22.52
2021	6	5	2	22.04
2021	6	5	3	21.62
2021	6	5	4	21.26
2021	6	5	5	22.63
2021	6	5	6	26.91
2021	6	5	7	30.38
2021	6	5	8	32.51
2021	6	5	9	33.94
2021	6	5	10	35
2021	6	5	11	35.62
2021	6	5	12	35.89
2021	6	5	13	35.68
2021	6	5	14	35.23
2021	6	5	15	34.32
2021	6	5	16	33.3
2021	6	5	17	31.86
2021	6	5	18	28.45
2021	6	5	19	26.95
2021	6	5	20	25.87
2021	6	5	21	25.03
2021	6	5	22	24.36
2021	6	5	23	23.73
2021	6	6	0	23.18
2021	6	6	1	22.69
2021	6	6	2	22.22
2021	6	6	3	21.76
2021	6	6	4	21.49
2021	6	6	5	22.98
2021	6	6	6	25.93
2021	6	6	7	28.37
2021	6	6	8	30.12
2021	6	6	9	31.68
2021	6	6	10	33.19
2021	6	6	11	34.4
2021	6	6	12	35.17
2021	6	6	13	35.45
2021	6	6	14	35.25
2021	6	6	15	34.5
2021	6	6	16	33.3
2021	6	6	17	31.62
2021	6	6	18	28.73
2021	6	6	19	27.4
2021	6	6	20	26.23
2021	6	6	21	25.1
2021	6	6	22	24.19
2021	6	6	23	23.48
2021	6	7	0	22.83
2021	6	7	1	22.94
2021	6	7	2	22.94
2021	6	7	3	22.81
2021	6	7	4	22.61
2021	6	7	5	23.38
2021	6	7	6	25.42
2021	6	7	7	27.87
2021	6	7	8	30.15
2021	6	7	9	31.8
2021	6	7	10	33.08
2021	6	7	11	33.98
2021	6	7	12	34.51
2021	6	7	13	34.62
2021	6	7	14	34.34
2021	6	7	15	33.55
2021	6	7	16	32.37
2021	6	7	17	30.78
2021	6	7	18	28.14
2021	6	7	19	26.21
2021	6	7	20	24.98
2021	6	7	21	24.02
2021	6	7	22	23.17
2021	6	7	23	22.5
2021	6	8	0	21.98
2021	6	8	1	21.66
2021	6	8	2	21.47
2021	6	8	3	21.23
2021	6	8	4	20.84
2021	6	8	5	21.64
2021	6	8	6	24.23
2021	6	8	7	27.22
2021	6	8	8	29.45
2021	6	8	9	31.2
2021	6	8	10	32.62
2021	6	8	11	33.75
2021	6	8	12	34.51
2021	6	8	13	34.84
2021	6	8	14	34.71
2021	6	8	15	34.12
2021	6	8	16	32.98
2021	6	8	17	31.38
2021	6	8	18	28.43
2021	6	8	19	26.95
2021	6	8	20	25.83
2021	6	8	21	24.69
2021	6	8	22	23.7
2021	6	8	23	22.9
2021	6	9	0	22.48
2021	6	9	1	22.02
2021	6	9	2	21.6
2021	6	9	3	21.21
2021	6	9	4	20.76
2021	6	9	5	21.87
2021	6	9	6	25.71
2021	6	9	7	28.73
2021	6	9	8	30.93
2021	6	9	9	32.66
2021	6	9	10	34.09
2021	6	9	11	35.19
2021	6	9	12	35.94
2021	6	9	13	36.04
2021	6	9	14	35.32
2021	6	9	15	34.2
2021	6	9	16	32.66
2021	6	9	17	31.1
2021	6	9	18	29.64
2021	6	9	19	28.92
2021	6	9	20	27.61
2021	6	9	21	26.15
2021	6	9	22	25.17
2021	6	9	23	24.36
2021	6	10	0	23.14
2021	6	10	1	22.05
2021	6	10	2	21.34
2021	6	10	3	20.83
2021	6	10	4	20.41
2021	6	10	5	21.76
2021	6	10	6	25.31
2021	6	10	7	29.03
2021	6	10	8	31.16
2021	6	10	9	32.64
2021	6	10	10	33.74
2021	6	10	11	34.56
2021	6	10	12	34.88
2021	6	10	13	34.83
2021	6	10	14	34.5
2021	6	10	15	33.62
2021	6	10	16	32.45
2021	6	10	17	31.12
2021	6	10	18	28.95
2021	6	10	19	27.52
2021	6	10	20	26.21
2021	6	10	21	24.76
2021	6	10	22	23.69
2021	6	10	23	22.8
2021	6	11	0	22.1
2021	6	11	1	21.4
2021	6	11	2	20.83
2021	6	11	3	20.23
2021	6	11	4	19.71
2021	6	11	5	20.04
2021	6	11	6	22.73
2021	6	11	7	25.9
2021	6	11	8	29.04
2021	6	11	9	30.82
2021	6	11	10	32.15
2021	6	11	11	33.4
2021	6	11	12	34.25
2021	6	11	13	34.65
2021	6	11	14	34.55
2021	6	11	15	33.72
2021	6	11	16	32.53
2021	6	11	17	30.99
2021	6	11	18	28.08
2021	6	11	19	26.29
2021	6	11	20	25.05
2021	6	11	21	23.68
2021	6	11	22	22.95
2021	6	11	23	22.16
2021	6	12	0	21.59
2021	6	12	1	21.02
2021	6	12	2	20.44
2021	6	12	3	19.87
2021	6	12	4	19.32
2021	6	12	5	19.9
2021	6	12	6	22.74
2021	6	12	7	26.09
2021	6	12	8	28.48
2021	6	12	9	30.35
2021	6	12	10	31.78
2021	6	12	11	32.83
2021	6	12	12	33.65
2021	6	12	13	34.14
2021	6	12	14	34.16
2021	6	12	15	33.66
2021	6	12	16	32.68
2021	6	12	17	31.11
2021	6	12	18	27.7
2021	6	12	19	26.19
2021	6	12	20	25.32
2021	6	12	21	23.74
2021	6	12	22	22.33
2021	6	12	23	21.56
2021	6	13	0	20.98
2021	6	13	1	20.48
2021	6	13	2	19.99
2021	6	13	3	19.51
2021	6	13	4	19.05
2021	6	13	5	20.33
2021	6	13	6	23.37
2021	6	13	7	26.72
2021	6	13	8	28.83
2021	6	13	9	30.4
2021	6	13	10	31.71
2021	6	13	11	32.73
2021	6	13	12	33.37
2021	6	13	13	33.71
2021	6	13	14	33.87
2021	6	13	15	33.68
2021	6	13	16	32.86
2021	6	13	17	31.4
2021	6	13	18	28.16
2021	6	13	19	26.94
2021	6	13	20	26.36
2021	6	13	21	24.65
2021	6	13	22	23.11
2021	6	13	23	22.31
2021	6	14	0	21.52
2021	6	14	1	20.74
2021	6	14	2	20.13
2021	6	14	3	19.6
2021	6	14	4	19.14
2021	6	14	5	20.6
2021	6	14	6	24.12
2021	6	14	7	27.03
2021	6	14	8	29.08
2021	6	14	9	30.73
2021	6	14	10	32.05
2021	6	14	11	33.21
2021	6	14	12	34.26
2021	6	14	13	34.87
2021	6	14	14	34.77
2021	6	14	15	34.29
2021	6	14	16	33.04
2021	6	14	17	31.5
2021	6	14	18	28.72
2021	6	14	19	26.77
2021	6	14	20	25.51
2021	6	14	21	24.59
2021	6	14	22	23.77
2021	6	14	23	22.68
2021	6	15	0	21.62
2021	6	15	1	20.75
2021	6	15	2	20.23
2021	6	15	3	19.9
2021	6	15	4	19.47
2021	6	15	5	20.8
2021	6	15	6	24.28
2021	6	15	7	27.53
2021	6	15	8	29.48
2021	6	15	9	30.96
2021	6	15	10	32.52
2021	6	15	11	33.7
2021	6	15	12	34.34
2021	6	15	13	34.71
2021	6	15	14	34.53
2021	6	15	15	33.66
2021	6	15	16	32.28
2021	6	15	17	30.39
2021	6	15	18	27.34
2021	6	15	19	25.7
2021	6	15	20	24.57
2021	6	15	21	23.57
2021	6	15	22	22.64
2021	6	15	23	21.75
2021	6	16	0	21
2021	6	16	1	20.4
2021	6	16	2	19.9
2021	6	16	3	19.44
2021	6	16	4	18.98
2021	6	16	5	20.24
2021	6	16	6	23.33
2021	6	16	7	26.72
2021	6	16	8	28.52
2021	6	16	9	29.97
2021	6	16	10	31.21
2021	6	16	11	32.22
2021	6	16	12	32.93
2021	6	16	13	33.32
2021	6	16	14	33.32
2021	6	16	15	32.9
2021	6	16	16	31.89
2021	6	16	17	30.18
2021	6	16	18	26.48
2021	6	16	19	24.67
2021	6	16	20	23.48
2021	6	16	21	22.48
2021	6	16	22	21.65
2021	6	16	23	20.98
2021	6	17	0	20.37
2021	6	17	1	19.85
2021	6	17	2	19.44
2021	6	17	3	19.25
2021	6	17	4	19.48
2021	6	17	5	21.05
2021	6	17	6	25.01
2021	6	17	7	27.78
2021	6	17	8	29.55
2021	6	17	9	31.06
2021	6	17	10	32.43
2021	6	17	11	33.53
2021	6	17	12	34.32
2021	6	17	13	34.71
2021	6	17	14	34.69
2021	6	17	15	34.05
2021	6	17	16	32.86
2021	6	17	17	31.2
2021	6	17	18	27.87
2021	6	17	19	26.13
2021	6	17	20	24.66
2021	6	17	21	23.19
2021	6	17	22	22.06
2021	6	17	23	21.19
2021	6	18	0	20.48
2021	6	18	1	19.9
2021	6	18	2	19.43
2021	6	18	3	18.99
2021	6	18	4	18.57
2021	6	18	5	20.32
2021	6	18	6	25.16
2021	6	18	7	28.51
2021	6	18	8	30.33
2021	6	18	9	31.73
2021	6	18	10	32.91
2021	6	18	11	33.79
2021	6	18	12	34.37
2021	6	18	13	34.57
2021	6	18	14	34.39
2021	6	18	15	33.76
2021	6	18	16	32.65
2021	6	18	17	30.87
2021	6	18	18	26.96
2021	6	18	19	25.27
2021	6	18	20	24.23
2021	6	18	21	23.29
2021	6	18	22	22.4
2021	6	18	23	21.68
2021	6	19	0	21.13
2021	6	19	1	20.67
2021	6	19	2	20.31
2021	6	19	3	19.85
2021	6	19	4	19.35
2021	6	19	5	20.63
2021	6	19	6	23.99
2021	6	19	7	27.62
2021	6	19	8	29.61
2021	6	19	9	31.18
2021	6	19	10	32.45
2021	6	19	11	33.36
2021	6	19	12	33.87
2021	6	19	13	33.99
2021	6	19	14	33.66
2021	6	19	15	32.9
2021	6	19	16	31.73
2021	6	19	17	29.96
2021	6	19	18	26.23
2021	6	19	19	24.51
2021	6	19	20	23.38
2021	6	19	21	22.38
2021	6	19	22	21.5
2021	6	19	23	20.74
2021	6	20	0	20.06
2021	6	20	1	19.49
2021	6	20	2	19.05
2021	6	20	3	18.69
2021	6	20	4	18.38
2021	6	20	5	20.16
2021	6	20	6	25.34
2021	6	20	7	28.55
2021	6	20	8	30.28
2021	6	20	9	31.55
2021	6	20	10	32.52
2021	6	20	11	33.24
2021	6	20	12	33.67
2021	6	20	13	33.8
2021	6	20	14	33.56
2021	6	20	15	32.95
2021	6	20	16	31.96
2021	6	20	17	30.26
2021	6	20	18	25.96
2021	6	20	19	24.28
2021	6	20	20	23.18
2021	6	20	21	22.26
2021	6	20	22	21.55
2021	6	20	23	20.94
2021	6	21	0	20.44
2021	6	21	1	19.99
2021	6	21	2	19.62
2021	6	21	3	19.26
2021	6	21	4	18.95
2021	6	21	5	20.37
2021	6	21	6	25.32
2021	6	21	7	28.84
2021	6	21	8	30.87
2021	6	21	9	32.33
2021	6	21	10	33.55
2021	6	21	11	34.49
2021	6	21	12	35.05
2021	6	21	13	35.26
2021	6	21	14	35.07
2021	6	21	15	34.43
2021	6	21	16	33.36
2021	6	21	17	31.76
2021	6	21	18	28.44
2021	6	21	19	27.15
2021	6	21	20	25.88
2021	6	21	21	24.73
2021	6	21	22	23.69
2021	6	21	23	22.87
2021	6	22	0	22.09
2021	6	22	1	21.57
2021	6	22	2	21.29
2021	6	22	3	20.86
2021	6	22	4	20.24
2021	6	22	5	21.76
2021	6	22	6	25.6
2021	6	22	7	28.16
2021	6	22	8	29.95
2021	6	22	9	31.34
2021	6	22	10	32.49
2021	6	22	11	33.34
2021	6	22	12	33.9
2021	6	22	13	34.06
2021	6	22	14	33.9
2021	6	22	15	33.28
2021	6	22	16	32.33
2021	6	22	17	30.79
2021	6	22	18	27.51
2021	6	22	19	25.91
2021	6	22	20	24.65
2021	6	22	21	23.51
2021	6	22	22	22.58
2021	6	22	23	21.85
2021	6	23	0	21.08
2021	6	23	1	20.28
2021	6	23	2	19.67
2021	6	23	3	19.16
2021	6	23	4	18.75
2021	6	23	5	20.39
2021	6	23	6	24.2
2021	6	23	7	27.66
2021	6	23	8	29.69
2021	6	23	9	31.18
2021	6	23	10	32.43
2021	6	23	11	33.38
2021	6	23	12	34.01
2021	6	23	13	34.29
2021	6	23	14	34.14
2021	6	23	15	33.54
2021	6	23	16	32.54
2021	6	23	17	30.98
2021	6	23	18	27.98
2021	6	23	19	26.49
2021	6	23	20	25.33
2021	6	23	21	24.22
2021	6	23	22	23.34
2021	6	23	23	22.65
2021	6	24	0	21.89
2021	6	24	1	21.33
2021	6	24	2	20.87
2021	6	24	3	20.44
2021	6	24	4	20
2021	6	24	5	21.25
2021	6	24	6	24.37
2021	6	24	7	27.86
2021	6	24	8	29.98
2021	6	24	9	31.48
2021	6	24	10	32.66
2021	6	24	11	33.54
2021	6	24	12	34.09
2021	6	24	13	34.33
2021	6	24	14	34.2
2021	6	24	15	33.61
2021	6	24	16	32.59
2021	6	24	17	31.12
2021	6	24	18	28.06
2021	6	24	19	26.58
2021	6	24	20	25.25
2021	6	24	21	24.1
2021	6	24	22	22.8
2021	6	24	23	21.83
2021	6	25	0	21.11
2021	6	25	1	20.58
2021	6	25	2	20.23
2021	6	25	3	19.92
2021	6	25	4	19.67
2021	6	25	5	21.45
2021	6	25	6	25.65
2021	6	25	7	28.96
2021	6	25	8	30.64
2021	6	25	9	32
2021	6	25	10	33.16
2021	6	25	11	34.01
2021	6	25	12	34.52
2021	6	25	13	34.65
2021	6	25	14	34.36
2021	6	25	15	33.62
2021	6	25	16	32.46
2021	6	25	17	30.73
2021	6	25	18	27.55
2021	6	25	19	25.99
2021	6	25	20	24.85
2021	6	25	21	24.06
2021	6	25	22	23.44
2021	6	25	23	22.76
2021	6	26	0	22.09
2021	6	26	1	21.52
2021	6	26	2	21.05
2021	6	26	3	20.69
2021	6	26	4	20.33
2021	6	26	5	21.87
2021	6	26	6	25.96
2021	6	26	7	29.08
2021	6	26	8	30.98
2021	6	26	9	32.37
2021	6	26	10	33.51
2021	6	26	11	34.37
2021	6	26	12	34.91
2021	6	26	13	35.1
2021	6	26	14	34.98
2021	6	26	15	34.37
2021	6	26	16	33.44
2021	6	26	17	31.96
2021	6	26	18	28.56
2021	6	26	19	27.09
2021	6	26	20	26.03
2021	6	26	21	24.9
2021	6	26	22	23.9
2021	6	26	23	23.08
2021	6	27	0	22.62
2021	6	27	1	22.3
2021	6	27	2	21.66
2021	6	27	3	20.96
2021	6	27	4	20.34
2021	6	27	5	20.9
2021	6	27	6	23.85
2021	6	27	7	27.06
2021	6	27	8	28.84
2021	6	27	9	30.51
2021	6	27	10	32.01
2021	6	27	11	33.15
2021	6	27	12	33.88
2021	6	27	13	34.21
2021	6	27	14	34.13
2021	6	27	15	33.59
2021	6	27	16	32.56
2021	6	27	17	30.85
2021	6	27	18	27.79
2021	6	27	19	26.17
2021	6	27	20	25.11
2021	6	27	21	24.27
2021	6	27	22	23.58
2021	6	27	23	23
2021	6	28	0	22.49
2021	6	28	1	22.06
2021	6	28	2	21.55
2021	6	28	3	21.04
2021	6	28	4	20.54
2021	6	28	5	21.34
2021	6	28	6	24.4
2021	6	28	7	27.64
2021	6	28	8	29.59
2021	6	28	9	31.16
2021	6	28	10	32.41
2021	6	28	11	33.34
2021	6	28	12	33.89
2021	6	28	13	34.06
2021	6	28	14	33.8
2021	6	28	15	33.07
2021	6	28	16	31.83
2021	6	28	17	30.05
2021	6	28	18	27.08
